object_id,ra,dec,phot_z,stellar_mass,P_merge,vis_class,tidal_feature_vis,shell,stream,tail,plume,double_nucleus,vis_class_flag
76557895130454628,243.277023759136,56.591849097008534,0.19698689877986908,12392999936.0,0.7994242906570435,1,0,0,0,0,0,0,1
41619147926306540,351.2112378895175,-0.5455542030408338,0.3131598234176636,10040000512.0,0.7432875037193298,1,0,0,0,0,0,0,0
41623666231900208,352.6148273417135,-1.3299935693628064,0.23722361028194427,34532999168.0,0.6008003354072571,1,0,0,0,0,0,0,0
41624237462545371,351.8815426216546,-0.44304186351789876,0.15112589299678802,39065001984.0,0.6202961206436157,1,1,0,0,0,1,0,0
42094407532436291,150.99417543586898,0.7366228722497938,0.06480104476213455,7221700096.0,0.9471597671508789,1,0,0,0,0,0,0,0
38554121824914092,35.24648920112949,-3.621146104139418,0.21464267373085022,61439000576.0,0.9090809226036072,1,0,0,0,0,0,0,0
74696452009392847,242.7702926606576,53.37869487442594,0.1171083003282547,6532599808.0,0.5100864768028259,1,0,0,0,0,0,0,0
76552539306229802,242.7013803076967,56.70281301820636,0.10306471586227417,36198998016.0,0.7310412526130676,1,0,0,0,0,0,0,0
37493917737839585,37.12632604334809,-4.976400885766464,0.24202288687229156,58339000320.0,0.8766970634460449,1,0,0,0,0,0,0,0
42090013780892838,149.53065172179035,0.9175228029902289,0.19168855249881744,58084999168.0,0.6572129726409912,1,1,0,0,0,1,0,0
42085065978566419,148.75745658688365,0.9695217714107826,0.08682608604431152,7812899840.0,0.9595863223075867,1,1,0,0,0,1,1,0
75959073610182862,243.6800087198913,55.126605719959585,0.23382680118083954,4655600128.0,0.516024649143219,1,0,0,0,0,0,0,0
75954705628419080,241.22850085083036,56.392183999691724,0.13618382811546326,154349993984.0,0.8785039186477661,1,0,0,0,0,0,0,0
41619298250156633,351.0770126283495,-0.033011128874421085,0.30740317702293396,277310013440.0,0.9309696555137634,1,1,0,1,0,1,1,0
41618864458468458,351.7090309298888,-0.8709952570054738,0.21225418150424957,102940000256.0,0.5455875396728516,1,0,0,0,0,0,0,0
