ra,dec,source
36.31441799300162,-5.757030964250565,2509_18274
36.23342173317421,-5.321533257293855,2509_18274
352.6469710802604,0.0701792235484947,2509_18274
34.50387126145326,-4.793041167520053,2509_18274
151.3724695914446,3.225883188011972,2509_18274
351.6946854957233,-1.0454630147628252,2509_18274
148.75432870747147,0.9142958688825406,2509_18274
242.048551788854,56.61391956062969,2509_18274
36.84691166731864,-4.132546179099602,2509_18274
350.94626163409276,-1.5583446560222272,2509_18274
37.287531506240626,-4.201511046881082,2509_18274
35.53213227344539,-3.464168292998583,2509_18274
34.24559400857372,-4.2662289518025025,2509_18274
35.22960512365005,-4.474668012840995,2509_18274
36.832415464815355,-4.298662168796022,2509_18274
352.94277429151964,0.0637620591273019,2509_18274
150.2890290405654,1.0923459031897738,2509_18274
37.45608253553365,-4.613828106411088,2509_18274
37.12958760837962,-3.7973896690562174,2509_18274
244.727497712934,54.803900614398614,2509_18274
150.85436293101688,1.1085735328012742,2509_18274
242.08022775424735,56.58112209880809,2509_18274
35.35898407611502,-4.573117373407947,2509_18274
242.6880814665741,56.73149128643913,2509_18274
36.268099167394006,-5.608011941097442,2509_18274
36.12388470732297,-4.135560750104795,2509_18274
35.1387956372972,-4.582221392995054,2509_18274
242.5098194159258,53.22502726648984,2509_18274
36.27829232348637,-4.323304098724622,2509_18274
150.12508525354016,1.616903514933414,2509_18274
243.9824111747028,56.26859947369467,2509_18274
149.97912331756726,0.9578570490957788,2509_18274
243.62297475804897,53.712604371999554,2509_18274
352.7014582777837,0.7887850205376975,2509_18274
149.47822317992777,2.119803504093449,2509_18274
242.01261664689477,55.52496859441936,2509_18274
241.86303128432823,54.270504076691864,2509_18274
150.03288913292928,0.9826297525697836,2509_18274
244.3032410721814,55.00739963953068,2509_18274
150.59584749429985,3.6275268671749608,2509_18274
36.81182715360416,-4.1711593407953425,2509_18274
35.74483597859374,-3.5234361659681617,2509_18274
35.825103455114835,-5.053981977829253,2509_18274
242.52425393913697,53.305336366591405,2509_18274
242.0413846125487,54.94067877991237,2509_18274
36.83293203047827,-3.8756450129256774,2509_18274
242.2232292836765,55.55024177798592,2509_18274
242.84287412645944,55.62364531649535,2509_18274
352.6297039079973,-0.894920217162687,2509_18274
36.89341163914566,-4.034242420097547,2509_18274
34.99189269437963,-5.4001605963271455,2509_18274
352.5949106404934,0.2731743035935889,2509_18274
35.64542986985322,-5.703875786855536,2509_18274
243.91291988803428,53.84513309032346,2509_18274
149.376479523182,2.7643769491649124,2509_18274
241.8656473714813,54.31225128822257,2509_18274
352.3951535700682,0.6017730808178029,2509_18274
35.935439472760336,-4.407301306157657,2509_18274
241.9454594531964,54.39306253045437,2509_18274
36.742186649234355,-4.790547643207996,2509_18274
350.9939442279626,-0.7112994665475134,2509_18274
241.5059754201276,56.598778732774065,2509_18274
149.09931497181327,1.8565351148058864,2509_18274
35.678599121712274,-4.976526140912283,2509_18274
34.019865750714025,-4.249398919113758,2509_18274
353.2968695140574,-0.4251018954851303,2509_18274
150.7524337297822,2.358534681881153,2509_18274
35.86630467739411,-5.250092300086688,2509_18274
243.44043734365567,56.44347019851971,2509_18274
151.10826400111037,2.015667758526635,2509_18274
351.3326485756855,-0.8651179820152225,2509_18274
240.7696754205146,54.81946870188095,2509_18274
35.71664430029742,-3.931481475842118,2509_18274
243.40917564264575,54.21658680444232,2509_18274
151.7110360066536,1.6400236112820823,2509_18274
245.26139495640777,54.79875776044616,2509_18274
244.15347957020873,54.73549319158084,2509_18274
243.16557754279495,53.71037502168215,2509_18274
243.1220715094588,53.93775444387646,2509_18274
351.95847572740905,0.8545809746153006,2509_18274
149.71706717522105,3.721300101697493,2509_18274
351.82445326473845,-0.8707049673989968,2509_18274
241.17555434830007,55.15861468909049,2509_18274
352.4684717141238,-0.0701340151134538,2509_18274
35.011538104461636,-4.429696425182585,2509_18274
37.15737440552709,-4.632442271709776,2509_18274
243.2762801091879,53.970260364438815,2509_18274
353.57633652496406,0.5517634924512269,2509_18274
35.58206920391919,-4.352087991104258,2509_18274
353.11150721839005,0.2922267782991117,2509_18274
148.740149763407,2.409527441671317,2509_18274
150.1122837381983,2.005250783082736,2509_18274
243.70049388270968,54.31998221568908,2509_18274
242.6258359720757,55.02618890751589,2509_18274
352.9988622657018,0.6927995425588211,2509_18274
34.90766013343426,-4.493758568823389,2509_18274
242.2138604008037,55.43714875218398,2509_18274
242.2394007829979,54.174469071226675,2509_18274
34.884557941132904,-5.284667016203506,2509_18274
150.4279048644482,2.0674999779982013,2509_18274
244.58059396983435,54.3164551253886,2509_18274
241.41389882230504,55.42312763951262,2509_18274
351.763397203095,-0.7382617341212426,2509_18274
150.80633115848585,1.8953571918867456,2509_18274
36.26446046273218,-5.1765932620832436,2509_18274
35.411959085580534,-3.912541449072512,2509_18274
244.09743188101584,56.107637201813354,2509_18274
242.8266926513464,55.56209777600258,2509_18274
244.48192966598623,54.99112322879519,2509_18274
243.51328188181,56.61261815730761,2509_18274
244.6166848455528,54.84753956178568,2509_18274
351.50569299719876,0.8045991985663646,2509_18274
148.66894363143152,2.545922893061484,2509_18274
35.51753219729978,-5.035110051773424,2509_18274
35.45398561529592,-3.4853394841763823,2509_18274
36.30158716536699,-4.154094739441236,2509_18274
243.33845872639827,56.030410179722885,2509_18274
244.51488250471823,55.53440866329306,2509_18274
35.973654835953816,-3.771233733760102,2509_18274
353.6443384669823,0.3362310083213218,2509_18274
242.97885040509905,55.01876904701349,2509_18274
149.61261370372983,3.2978984661547837,2509_18274
36.24183548200614,-5.263783241435175,2509_18274
241.998334442454,54.60566235460823,2509_18274
149.80780739179733,3.0018459408627622,2509_18274
243.55362179802876,53.3715650342635,2509_18274
351.029555136365,0.325895278042975,2509_18274
35.58121541062219,-3.4841782115521847,2509_18274
37.504852827145335,-4.683542035576097,2509_18274
241.74970114577167,54.336870304402304,2509_18274
35.52510566510189,-4.4952249379051485,2509_18274
35.94017927606168,-5.248050316707774,2509_18274
37.0559813470102,-4.960935325813611,2509_18274
244.89363531211893,54.982552580238824,2509_18274
241.87623701018953,54.23165040263986,2509_18274
350.5978891621055,-1.210181668268288,2509_18274
243.85508862826887,56.638520578303066,2509_18274
151.8044621129241,1.437145864195389,2509_18274
242.83625889702603,53.75971970081352,2509_18274
352.2997308192638,-1.1774433061848557,2509_18274
36.432694896035386,-4.2001777121368145,2509_18274
151.5663535126049,1.7600559860454643,2509_18274
151.13212738739566,2.881236701656296,2509_18274
35.925164274495174,-5.52045800434241,2509_18274
351.8781236702879,0.0043489466814898,2509_18274
35.29293474121846,-3.903493990029843,2509_18274
35.913057314113416,-4.390009706184856,2509_18274
243.1148983562722,55.91300750133846,2509_18274
352.84046094360605,-0.3854716918117965,2509_18274
150.2508447394441,3.53158093755633,2509_18274
35.4436688425148,-4.967654867985037,2509_18274
149.62791322807553,3.0641155143486447,2509_18274
35.4487916435087,-5.237826334977096,2509_18274
35.56533283358472,-3.5826768290652535,2509_18274
351.110050391096,-0.8020834890526365,2509_18274
241.991525670514,54.389529161487054,2509_18274
35.49464567262987,-4.228020184971936,2509_18274
35.379962410407124,-3.890035956032994,2509_18274
33.80592140187715,-4.5585708847192965,2509_18274
34.465746058210875,-4.824776688582716,2509_18274
242.8632389848061,53.300637173213595,2509_18274
243.9720106327964,55.96994639124144,2509_18274
352.2574891786805,-0.5911572711941794,2509_18274
35.55502185219836,-4.238296156967154,2509_18274
243.46202181503537,56.28925516361475,2509_18274
34.48222372195201,-4.1014435125917625,2509_18274
37.284565948808314,-4.918073778683695,2509_18274
149.51144681385742,3.220564444193648,2509_18274
242.9630881967123,53.58045529822572,2509_18274
35.158320113428246,-3.9207564361857328,2509_18274
242.8415057057153,54.768681778972585,2509_18274
243.209425189206,54.00435722823297,2509_18274
243.72897955688285,55.881354144055216,2509_18274
243.0748627611168,55.92199962909145,2509_18274
243.7411624720527,53.46463062209067,2509_18274
241.41637095074356,54.91890864113548,2509_18274
151.32078871997024,1.888018122758385,2509_18274
351.30887352659914,-0.605664288039716,2509_18274
36.57131067836072,-4.070399982776375,2509_18274
36.78580327883904,-5.0743119872443385,2509_18274
36.324395589338465,-5.732723222379091,2509_18274
242.12492457117537,53.83605580874793,2509_18274
36.300384785864225,-5.592714857884331,2509_18274
242.81768815357316,53.38300245832352,2509_18274
36.18715859519778,-5.311233416029539,2509_18274
37.65690740918494,-4.335897545803079,2509_18274
37.55710897904426,-4.480665865689969,2509_18274
352.5665019216863,-1.4780799276907348,2509_18274
242.32395888465985,55.70317876068461,2509_18274
35.941676764416314,-4.450226786884033,2509_18274
150.2822232580744,2.460200905821636,2509_18274
244.09420924680575,54.14012113465047,2509_18274
34.187904285780185,-5.418916002660943,2509_18274
149.55466222258045,1.818746175497312,2509_18274
242.94315897657157,53.59897720288309,2509_18274
243.38344006642745,55.812771414791946,2509_18274
36.11227952077959,-5.608962672868778,2509_18274
353.69921019640776,0.6262908192360422,2509_18274
34.02918347697969,-4.216293209148362,2509_18274
34.937626475242986,-4.019917500616365,2509_18274
35.908617633673,-3.534759178997541,2509_18274
241.34291149204876,54.99250014967434,2509_18274
36.942471073507086,-3.8692409602531335,2509_18274
36.10546676213886,-5.012173637543183,2509_18274
35.44611667195614,-4.752190978017117,2509_18274
150.37213384785383,3.3283782844699985,2509_18274
37.276579084924585,-5.01585580516849,2509_18274
150.85494192334474,2.842449176931334,2509_18274
350.23552014305386,-0.9230987447193774,2509_18274
243.10326441809883,56.660389340940185,2509_18274
243.57074307917856,53.75345026425411,2509_18274
149.7606374568042,3.1726972661417534,2509_18274
352.2399752910535,-0.2234586658585099,2509_18274
244.62623386624844,54.29370001020206,2509_18274
243.0439778340434,53.38450876025674,2509_18274
352.26260903809606,-1.194534776916977,2509_18274
242.2357164183906,55.45915809789585,2509_18274
352.9001001487797,0.0202953364059974,2509_18274
36.46044837006695,-4.616958374130564,2509_18274
243.33028431348936,56.703753849994904,2509_18274
35.71086309714894,-4.215347997530543,2509_18274
243.84274415845783,56.11769463543777,2509_18274
150.26459565379773,1.1186255480102296,2509_18274
241.32778523928823,55.739174309850874,2509_18274
243.4100399009529,54.02454504153029,2509_18274
150.05918028941934,2.8905059981967436,2509_18274
352.1347248903059,0.7790437794704728,2509_18274
352.5730851390174,-0.5100837100379981,2509_18274
36.28649242770432,-5.657947631784919,2509_18274
353.4932520965927,0.6446414895168681,2509_18274
150.0023821865182,3.086995963816872,2509_18274
36.42391879450374,-5.03368310592385,2509_18274
148.85207262568596,2.6726365969268056,2509_18274
242.55787371368655,53.972488837029715,2509_18274
151.5993730216794,2.7848930800379215,2509_18274
351.479195875975,-1.459413855727264,2509_18274
151.11805739331436,2.930196677684368,2509_18274
35.379263848452815,-3.668081036272808,2509_18274
241.29536188650425,54.88846380087665,2509_18274
37.016460326710856,-4.65957297731745,2509_18274
33.75910041031416,-4.608642048998712,2509_18274
35.286790542515504,-4.761190615841095,2509_18274
243.40713613422471,56.094361054799386,2509_18274
242.7919220016231,56.03694344897942,2509_18274
351.1234848073095,0.695725443661704,2509_18274
36.11515132743502,-3.4466114184246326,2509_18274
353.0545232963416,-0.8567416566374983,2509_18274
243.18264088730365,53.593002215528635,2509_18274
241.10334870089736,55.03699558996445,2509_18274
151.567955952373,1.2692550144990404,2509_18274
35.81663872410286,-3.55366605448504,2509_18274
149.2276978155845,2.925116262102675,2509_18274
36.31690581965949,-5.84568871810666,2509_18274
151.79531872367644,1.5495875019821912,2509_18274
243.6776925939024,53.71390243630751,2509_18274
34.23221751861524,-4.6753604671492015,2509_18274
353.0822400617569,0.0434256150177763,2509_18274
151.52672114555705,2.80918634467623,2509_18274
149.0092385185969,0.7766104904697887,2509_18274
241.94624263447372,55.780095882325504,2509_18274
35.16959460295918,-3.7840015462598577,2509_18274
353.57707294996965,0.4878290072627795,2509_18274
35.778166635212365,-5.091427905085977,2509_18274
243.94412111021757,54.05899701247163,2509_18274
241.5604557712547,55.764400988985486,2509_18274
241.1875069530701,55.00644602750421,2509_18274
36.70469647456996,-4.95939908220543,2509_18274
241.09611894153144,55.176958327706224,2509_18274
352.62230255497474,0.3505590651727655,2509_18274
240.64830172870523,55.57158515110099,2509_18274
242.15316296995044,55.51991590588573,2509_18274
353.26942272731026,-0.4260078178251859,2509_18274
150.35740188541018,0.999940150415376,2509_18274
36.71842072421979,-3.802796522055993,2509_18274
35.168163028932064,-5.179331759434099,2509_18274
149.82107810546083,1.1534758098006297,2509_18274
33.793318500180156,-4.84123222332699,2509_18274
242.39905877372996,54.25073093201344,2509_18274
35.42670485058338,-4.224361147121065,2509_18274
351.3229464053346,0.6953812478351539,2509_18274
351.4356475935845,0.8037430622663114,2509_18274
242.7175146202628,55.214302395125415,2509_18274
150.36242438186886,1.0010994526003645,2509_18274
242.2447515475758,55.37588414589624,2509_18274
242.77266402745744,55.71102082154747,2509_18274
35.15686657966266,-3.970513043237549,2509_18274
35.105907509246684,-4.625928510126326,2509_18274
242.8847075616316,53.70818245353731,2509_18274
35.18282297219051,-4.571158013254482,2509_18274
350.6735613345283,-0.5670133105471459,2509_18274
242.762930959474,55.79785864393744,2509_18274
36.53095244955801,-4.9979200701489965,2509_18274
36.76371923922845,-3.915140011559574,2509_18274
351.02304230330077,0.3598353325738689,2509_18274
35.41215936134177,-3.9124859812575625,2509_18274
149.10340728644212,3.2520197743026023,2509_18274
243.63137697681185,56.34894731571087,2509_18274
151.146324306809,3.2252485019593347,2509_18274
149.38135910998145,2.5587043985688016,2509_18274
351.687050099379,-0.8127255504788784,2509_18274
351.5757553264449,0.569290576370404,2509_18274
36.44641902629105,-5.174235559918806,2509_18274
242.80571988085524,53.89331093769737,2509_18274
242.67148305171133,54.97957257164205,2509_18274
151.01149163704554,2.185368165859852,2509_18274
352.14435626103153,-1.3664222473148708,2509_18274
36.09353534493412,-4.477944881123195,2509_18274
351.74686324575055,0.9369236046673988,2509_18274
243.54906230336485,54.1599970653079,2509_18274
149.8740075523154,3.186561926135553,2509_18274
151.21546744522877,3.5566581950567393,2509_18274
351.2408467212613,-1.3837205231177288,2509_18274
150.9413916181083,2.771714340542927,2509_18274
352.1822795051155,-1.3595265788683302,2509_18274
243.5109207331072,56.31863173220679,2509_18274
243.8511389140408,54.33521765995146,2509_18274
35.47659649264313,-4.595115913677551,2509_18274
149.30452120932878,2.4770223435425316,2509_18274
244.59527988668327,54.336684192473875,2509_18274
35.116267042066376,-5.652982055437181,2509_18274
150.69472986217755,2.7076616331214263,2509_18274
34.42397553886242,-4.576391149623855,2509_18274
353.3915842979711,-0.3924942535562814,2509_18274
35.19551578177937,-3.756830104712861,2509_18274
242.7907280751491,55.554354521604864,2509_18274
243.58912368103964,56.03938302690061,2509_18274
36.4487564989383,-3.8506389215392134,2509_18274
353.67556160921447,0.1055367791062588,2509_18274
36.83095229357297,-3.8839447416990502,2509_18274
35.02393564265379,-4.867327886712229,2509_18274
149.58208069551347,3.698435891602366,2509_18274
37.5153263696293,-4.8050929670916505,2509_18274
36.08406975996176,-4.367162260754505,2509_18274
243.0635514110591,56.27311744125608,2509_18274
37.3571755511999,-4.7357490176096,2509_18274
352.3524455287355,-0.3205617377665672,2509_18274
352.64758609727875,0.6094340990424612,2509_18274
353.41371653852684,0.6399335521060323,2509_18274
150.26333524651585,2.6719188567850507,2509_18274
36.32860817206716,-4.772778006696713,2509_18274
352.75743028010066,-1.219039181469444,2509_18274
350.97563657653103,0.3997513714446306,2509_18274
241.54004940560864,55.21179952915016,2509_18274
150.034860856433,1.8409679295700092,2509_18274
33.98765928841301,-4.289606528647979,2509_18274
244.78229726029372,55.53808254380682,2509_18274
35.625596534819024,-5.45873993209652,2509_18274
36.79329445382262,-4.637083642402248,2509_18274
35.70106763422353,-3.874822004886237,2509_18274
353.0852905085902,-0.1527632255613986,2509_18274
34.50542778021033,-5.621497867361145,2509_18274
36.10724568351668,-5.740029776603259,2509_18274
37.12503046390062,-4.412179571094101,2509_18274
35.478161634555356,-3.391245676906747,2509_18274
149.81440611298754,2.6112619506814485,2509_18274
241.4486945625229,54.7171469814317,2509_18274
35.19437885319577,-4.737494344551021,2509_18274
244.25338168582147,55.08620398860538,2509_18274
37.20904209364341,-3.8574792064255634,2509_18274
244.4408447931291,55.6874531606592,2509_18274
35.389501171064225,-3.7360918843066537,2509_18274
353.0997922251161,-1.2400599178848477,2509_18274
351.81031014153143,-0.3919994163852985,2509_18274
241.7985542221121,55.14163117037342,2509_18274
242.9462538745179,56.21349662429045,2509_18274
351.3228783278575,-0.6198409885439687,2509_18274
243.06163436282276,54.0324736349923,2509_18274
243.8159317938755,54.57122899398167,2509_18274
352.3161960534982,-0.2778663507097958,2509_18274
242.65810798726363,54.55997723418885,2509_18274
350.9979205773414,0.413664923236137,2509_18274
35.47987816939313,-3.394018005179,2509_18274
35.713811026320094,-4.271688162460685,2509_18274
243.43907771889627,55.95112799912849,2509_18274
242.82218921704967,54.225146173947365,2509_18274
241.90477161859803,55.67028697924173,2509_18274
37.17675076488385,-4.034720764776975,2509_18274
241.676982224066,55.91953646161379,2509_18274
151.63629145132535,1.1237256726575446,2509_18274
351.2002955519352,0.2879047895895478,2509_18274
351.72901104498465,-0.433224444582465,2509_18274
149.12983204943336,1.851537516968073,2509_18274
36.30552925937479,-5.526379050805644,2509_18274
351.32155697723863,-0.4503214765627512,2509_18274
36.464676768376336,-4.03404852605814,2509_18274
149.0993026643088,1.856046034360702,2509_18274
352.01932610046504,0.1227813473632963,2509_18274
242.99730329454513,54.592708040731914,2509_18274
35.4469988748993,-4.381876894371914,2509_18274
150.12307801885268,3.0445578379859386,2509_18274
36.89700665818945,-4.801221951161839,2509_18274
352.2427151406471,-0.2784534649691698,2509_18274
34.359552197933574,-4.541922545609098,2509_18274
242.05109987240033,54.92381004923193,2509_18274
35.279712574406226,-4.521330557319401,2509_18274
149.31743038142258,1.0203716570301784,2509_18274
241.07118368926385,55.578786646914836,2509_18274
36.48357690521807,-4.974263383148348,2509_18274
35.98087136533554,-3.8274303763746262,2509_18274
352.89428477344575,0.8218175941309941,2509_18274
241.97217206337567,54.07055638938517,2509_18274
353.6593818882073,0.625822787281477,2509_18274
149.37012707993992,3.656970562239259,2509_18274
36.722523209333374,-3.95425075457131,2509_18274
150.68954077611087,1.119253787382847,2509_18274
350.6890514766108,-1.2464577727689947,2509_18274
151.56380482022396,1.1539152163676032,2509_18274
36.60681386223851,-4.154690108050118,2509_18274
36.28558122512714,-5.653213214391785,2509_18274
351.159475129392,-0.7592232679703385,2509_18274
149.55631085717266,3.3079297777415664,2509_18274
243.76258651359345,55.00982161326315,2509_18274
243.6831818547562,56.14599722159023,2509_18274
242.25151625872184,53.5466717155871,2509_18274
352.67036888282803,0.9762040497757092,2509_18274
36.061687624108984,-3.9868623964895984,2509_18274
242.11640152374997,56.35483001373351,2509_18274
352.65359126077544,-0.1837817652047484,2509_18274
35.510810191240836,-4.102282521557831,2509_18274
35.43042703564256,-4.208862652799121,2509_18274
244.3078775966207,55.78116095658315,2509_18274
150.27068891024285,3.4146025608833748,2509_18274
243.25844889527505,54.81309613242123,2509_18274
351.1124427184903,-0.7683861372704294,2509_18274
36.96703228202367,-4.039917852393269,2509_18274
351.50908051424545,-0.5336914603710576,2509_18274
351.4223320075934,-1.2139021187384162,2509_18274
351.65904929459236,-0.783604140008408,2509_18274
242.4720344714273,53.35296031665672,2509_18274
35.77670237645432,-4.028580624414908,2509_18274
150.0034098554044,2.994174036640022,2509_18274
351.41863440936856,-0.4319653890562423,2509_18274
36.57983899206594,-4.020029538418853,2509_18274
35.45674940160347,-5.712507455388258,2509_18274
37.03955575934089,-4.850203633810841,2509_18274
151.75058072438392,3.2549694069609547,2509_18274
243.56506465254913,56.55095149484852,2509_18274
36.29720304359859,-4.034877403004968,2509_18274
243.92668127045735,53.72685593891064,2509_18274
353.49641472664547,0.707515810645017,2509_18274
242.8915289158468,55.211875601784705,2509_18274
243.19928384130017,55.11687522129645,2509_18274
34.270090318582454,-4.293550148927922,2509_18274
150.13396161258325,2.9188926214086663,2509_18274
242.89644363395104,54.2572466255267,2509_18274
241.2527514501293,56.256798995672035,2509_18274
352.8825529727251,-0.4037880985654775,2509_18274
244.4739425812374,54.889731562021375,2509_18274
35.777574835404,-5.241564830037966,2509_18274
149.10538124669435,1.3084173480361794,2509_18274
35.94293497521929,-4.152666835746133,2509_18274
241.812317195718,53.44798926829112,2509_18274
352.5045592587094,-0.6542396131550811,2509_18274
244.78602412119577,55.508793076733824,2509_18274
352.7070217971738,-0.7962248326986604,2509_18274
36.67416962208009,-5.044240400817924,2509_18274
35.31201335882317,-5.333301212771803,2509_18274
241.09718851528947,55.61109447120129,2509_18274
353.7660367503443,0.3261746540396498,2509_18274
35.71571124522526,-5.136376792056729,2509_18274
350.8968780210087,-0.3425332361256055,2509_18274
36.240178532375346,-4.238311661607393,2509_18274
351.0316524222002,0.5425887440928158,2509_18274
353.059450701496,0.2803241299774235,2509_18274
150.03119249746638,3.220144129855291,2509_18274
36.64446409425945,-4.9937794484690405,2509_18274
241.8036125177084,56.17804775789782,2509_18274
37.536699702689496,-4.103946671932911,2509_18274
149.0700931587895,2.630253439977015,2509_18274
37.246908095517085,-3.8259116910013526,2509_18274
36.47275452542976,-4.114631421349572,2509_18274
242.8241578463418,54.04183028553023,2509_18274
243.87147294866116,54.32007151303892,2509_18274
242.86502419459688,55.863305717456186,2509_18274
150.8303538345978,2.8860002202923423,2509_18274
150.37576781815298,2.861287340873024,2509_18274
35.09443758770626,-5.492669174236774,2509_18274
37.07184992227791,-4.069379070585811,2509_18274
36.26071271925417,-5.726230282393281,2509_18274
352.7724510892965,-0.6063292015318236,2509_18274
35.6673199692522,-4.030302545807762,2509_18274
241.39423033306727,54.99215969780778,2509_18274
240.3429391294728,55.37044571059623,2509_18274
149.42373624874477,3.717284754512423,2509_18274
243.3377487889039,56.331140255690265,2509_18274
37.34894258885942,-4.283265549824662,2509_18274
352.3282818947992,0.504033159784431,2509_18274
150.45494893888147,0.979532442502948,2509_18274
242.8218562416631,54.03885898820356,2509_18274
243.24992596034377,55.87684318514152,2509_18274
35.188131076016475,-4.5749406716981404,2509_18274
243.60600308461304,53.933883745368114,2509_18274
148.98141295246486,2.638904076671164,2509_18274
151.70992812225987,1.3516976461464545,2509_18274
150.03928977862594,0.9430982095207322,2509_18274
243.19510193276335,54.22549511910603,2509_18274
242.22113706361068,55.34147877615392,2509_18274
35.098874001713035,-5.633511060813189,2509_18274
240.7934546491379,54.554026959800325,2509_18274
148.61906363020026,2.922385656889525,2509_18274
37.35452332461863,-4.908103878609248,2509_18274
240.5910879673346,55.581704473217584,2509_18274
36.03762995905899,-3.9881657360393863,2509_18274
149.21912708926416,2.0635121982286235,2509_18274
353.1098279725893,-0.0854427823875109,2509_18274
35.79863520515077,-5.692925951667503,2509_18274
244.16973892641457,55.893009236559486,2509_18274
35.17454666117337,-3.675376012561287,2509_18274
35.50473983333179,-4.204965705505372,2509_18274
151.4023103815375,1.8101662984807851,2509_18274
35.468572830468766,-4.524524912549685,2509_18274
240.9457646987198,54.94256779305287,2509_18274
353.0385583206718,-0.5252632982985491,2509_18274
33.79873141824778,-4.598741944300982,2509_18274
242.43231180877575,53.595320439549816,2509_18274
350.86772356921665,-0.1155845493584255,2509_18274
149.37257235438256,2.5241081960547493,2509_18274
353.1739528256961,-0.8205500350164154,2509_18274
34.232255675910515,-4.339653149715101,2509_18274
150.41770456052345,3.4756403335073167,2509_18274
37.06803678439286,-3.9813045317011286,2509_18274
244.0060306726286,54.28456133496867,2509_18274
36.45319035939253,-4.401151418662436,2509_18274
242.08204703459415,53.59386513579197,2509_18274
36.34934152219571,-4.520440472431168,2509_18274
35.413501485172446,-3.7331831466158687,2509_18274
351.4453320549965,0.3961930377228214,2509_18274
35.57895219661564,-3.5430820703399046,2509_18274
151.10864438380446,2.3489033465603413,2509_18274
243.53547688853723,53.41529411188723,2509_18274
243.44711826158067,56.26856039325805,2509_18274
242.74586546822832,56.59010703352802,2509_18274
150.32116388029294,2.060336992403231,2509_18274
151.79325747679982,1.5893827056315477,2509_18274
36.74378450824202,-5.073549995232393,2509_18274
352.1895761369653,-1.5156471370372924,2509_18274
352.02456091675833,0.8572910344999936,2509_18274
352.95130270349694,-0.2120339041096416,2509_18274
353.9100302477853,0.0221345567910799,2509_18274
243.70146102068028,54.32543715120249,2509_18274
37.622578529323334,-4.621815732223969,2509_18274
36.51014720038793,-4.934165661653825,2509_18274
34.75774063226836,-4.686380294640431,2509_18274
149.904143559797,1.328483560157108,2509_18274
35.77092079957431,-5.606884584559523,2509_18274
244.17136348002057,54.27789264576851,2509_18274
352.5172142756654,-0.6053567893144278,2509_18274
36.61101361810562,-4.9479821975748965,2509_18274
36.62909519658382,-5.172398650181022,2509_18274
244.2464903028456,54.529232267852706,2509_18274
244.60832675518128,55.37059846542931,2509_18274
36.730406277245386,-4.012518960663398,2509_18274
242.76134221501303,55.80097046989693,2509_18274
37.249485187095146,-4.214869000081866,2509_18274
353.21293764101335,-0.7362329610284285,2509_18274
352.14976070386143,-0.7144621462419318,2509_18274
351.434038903495,0.9736810336990896,2509_18274
244.7837586036628,54.83606771356381,2509_18274
34.24675313723303,-4.330203373107999,2509_18274
242.36607769843235,53.798906535342766,2509_18274
351.20250995379587,-0.964968510306013,2509_18274
241.92592595234137,56.59180968291976,2509_18274
350.4624668115196,-0.7398651254318096,2509_18274
151.07465293331876,3.033191757275019,2509_18274
243.13179243812056,53.37045201386069,2509_18274
351.43653234195244,-0.71527784286946,2509_18274
245.4695671296937,55.01185769809563,2509_18274
242.79259195849963,55.85548707862227,2509_18274
35.21710105720828,-3.684804634244042,2509_18274
150.02774426387705,2.3738683941074408,2509_18274
242.4468855139624,53.586040994861726,2509_18274
243.86796222480092,55.46791627366636,2509_18274
353.0754020190583,0.7879267171777269,2509_18274
242.27966132302575,53.53420425550067,2509_18274
352.1684955112012,-0.2887096161306808,2509_18274
241.14328883346917,54.66315613063248,2509_18274
35.02625575502868,-4.4075478033276685,2509_18274
351.9731630546291,-0.5752425469711298,2509_18274
37.6566392982581,-4.337598923197371,2509_18274
36.555283665201166,-3.964966981159269,2509_18274
353.5275333854518,0.4523405143555604,2509_18274
151.37303356078405,2.4753014441749386,2509_18274
352.72867364402157,-0.0111659559320886,2509_18274
36.725004618607464,-3.8031716971441583,2509_18274
36.443486247038535,-5.735790327959216,2509_18274
36.74742761591799,-3.8255419434483273,2509_18274
150.67405344230582,0.8336958004174775,2509_18274
243.35361675022176,54.006868168140485,2509_18274
353.5013906471707,0.607971071601338,2509_18274
35.72036169246741,-3.405688121660308,2509_18274
35.233513862028936,-3.5352750259502272,2509_18274
35.46589212240275,-4.704863010693541,2509_18274
350.9633974339092,-0.2955790427261129,2509_18274
243.7507390127605,55.15240073842888,2509_18274
241.67789492910583,54.01264390493925,2509_18274
241.1625117245407,55.04585818457946,2509_18274
353.39300949183325,0.0722804706286591,2509_18274
351.62227053098087,-0.2791207566683208,2509_18274
244.18385621785603,55.03425388515559,2509_18274
35.69088962406061,-4.484769673768225,2509_18274
37.10556149621076,-4.837335955643257,2509_18274
352.1647876932948,-1.4207848461316366,2509_18274
151.2278714818322,3.565295748651073,2509_18274
350.41336404412687,-1.1512311609490913,2509_18274
351.1703222721532,0.7005782344742842,2509_18274
350.9359582874403,-0.7635685409630996,2509_18274
242.7834076555334,55.80063070509276,2509_18274
148.91744109223504,2.9155370359633617,2509_18274
150.9380347164417,2.173544562923851,2509_18274
34.27314169790756,-5.372699381273219,2509_18274
243.95280468232392,54.31620213897166,2509_18274
35.35259145112098,-4.81485009371663,2509_18274
34.87892574149347,-3.884130987613147,2509_18274
353.26202236888895,-0.0241815489424416,2509_18274
35.88842281255526,-3.5835944214162865,2509_18274
