ra,dec,source
351.0233839069227,0.2721891850152895,2509_18274
243.62247629515304,56.293368870215616,2509_18274
149.7503422485883,3.1922711817685827,2509_18274
242.32178139716663,55.48756800316877,2509_18274
36.63894953519092,-4.068642350259161,2509_18274
151.38541180801525,1.9857535533433075,2509_18274
243.44602280205785,53.97436320757483,2509_18274
151.79814757348447,1.553872792003234,2509_18274
35.94105432919773,-4.970427332158122,2509_18274
241.10326024343135,55.64719764344146,2509_18274
352.9983663551036,0.5775022506074168,2509_18274
36.31553534806475,-4.622700772144036,2509_18274
351.25004109263585,-0.0114244535991263,2509_18274
353.13096380302244,0.3690781411020193,2509_18274
36.00880981613126,-4.1579756587548315,2509_18274
34.8439858480603,-5.079379066383444,2509_18274
33.844399206962954,-4.7837770627908744,2509_18274
241.15743788129328,54.52045224400601,2509_18274
36.8246819647348,-4.74418172039205,2509_18274
242.5535271867355,53.729563035510814,2509_18274
242.2025516652539,55.65352065924057,2509_18274
243.7396824256853,53.43195908816702,2509_18274
241.7134543747463,54.40908577933352,2509_18274
243.55200436375532,54.72871291989264,2509_18274
35.141836437297606,-4.637313888276604,2509_18274
352.99807684717223,0.2873869336711555,2509_18274
34.31973685472821,-5.482440547226343,2509_18274
36.78026715447183,-5.078147015744528,2509_18274
240.70457290746873,55.18372344001851,2509_18274
242.9673030924903,56.48052624065081,2509_18274
34.43654339147601,-4.877102246183417,2509_18274
35.56228409875841,-3.92009978893135,2509_18274
34.27148229298354,-5.37600492811087,2509_18274
36.4780897801435,-5.121704326442094,2509_18274
352.8937986016839,-0.5487038285223592,2509_18274
350.4545680766724,-0.5097323370738165,2509_18274
351.6737397258316,-0.7636201541621277,2509_18274
352.05551100785243,-0.916583080302123,2509_18274
243.3850885823955,54.426831246221944,2509_18274
35.35831933603063,-3.978204336820122,2509_18274
245.05355064636944,54.979580134835665,2509_18274
151.5479968811982,3.0669551355177935,2509_18274
242.91670524958715,54.0988656781627,2509_18274
35.64359748731721,-4.091959372947401,2509_18274
35.747448081126436,-5.936552173550239,2509_18274
36.737613033052526,-5.076394806313378,2509_18274
37.128675709459934,-4.858900739746706,2509_18274
241.6617724699107,54.387635877992516,2509_18274
351.33070651787204,-0.6962867372447368,2509_18274
149.17007533396006,2.240341888749965,2509_18274
36.086896501842595,-4.365818843189787,2509_18274
352.37756284997124,-1.2172199226730307,2509_18274
241.66718552230788,55.95997390747026,2509_18274
242.62660653422645,55.66045253475237,2509_18274
35.58772699094292,-5.3509919853353045,2509_18274
149.8834729171869,2.450185201252866,2509_18274
148.8048531932336,2.608993158088262,2509_18274
353.13680249032154,0.7911971557411498,2509_18274
243.0708156319783,55.9248657757067,2509_18274
243.80337551731049,53.41937234855654,2509_18274
242.54710654993207,54.28981080617552,2509_18274
34.66581691009063,-4.675687074835175,2509_18274
149.13842937767186,3.1522741823656437,2509_18274
150.9272120809513,2.7054763068642655,2509_18274
36.20705689613049,-5.422070843859464,2509_18274
36.38794089457604,-4.960641255509147,2509_18274
243.97798241761265,56.34196132171277,2509_18274
35.58195408655365,-3.6297065298381055,2509_18274
34.54084476908388,-4.1732550095739835,2509_18274
150.3580196358001,1.038933614289992,2509_18274
35.380195329655855,-4.845554841696818,2509_18274
244.3201828286061,54.57003854116078,2509_18274
36.39453648118174,-4.266845351839045,2509_18274
36.12849516856747,-4.131839317708844,2509_18274
241.57331204831604,54.61102810118921,2509_18274
241.7050365220472,56.21544008202634,2509_18274
243.87328640496617,54.87504156301292,2509_18274
35.77387720347466,-3.43218303214986,2509_18274
351.902441109197,0.9531322031937564,2509_18274
36.3206031565826,-5.496560753172563,2509_18274
352.3263715834615,0.6791228217982483,2509_18274
350.6158829062776,-0.2970426853458733,2509_18274
351.6218231848266,-1.2289057990308934,2509_18274
245.0671134374569,55.50814159563048,2509_18274
149.83853032820224,3.5357824478638125,2509_18274
351.8057011290475,-0.1313667685383008,2509_18274
241.46063426882205,54.790935552004875,2509_18274
151.2369525004512,2.3401020338593335,2509_18274
36.512199571911935,-4.98957567951156,2509_18274
352.51706571636464,-1.504097988260002,2509_18274
352.08810531419425,-1.4222757835008717,2509_18274
241.37950724793868,54.92845523202325,2509_18274
242.5687592721626,53.403848008123,2509_18274
352.6095847080663,0.0812447375127918,2509_18274
353.1338384478956,0.0907775410981504,2509_18274
36.81335004620315,-5.119051596322801,2509_18274
353.2696910924339,0.4511239780643677,2509_18274
243.07728570273625,53.73965199042939,2509_18274
150.1243493387829,3.019193015149427,2509_18274
34.932782347336165,-5.4056809992999595,2509_18274
36.12105736768328,-4.163398207292938,2509_18274
241.16858410992677,55.04298709519257,2509_18274
241.22059228427335,54.51616014254946,2509_18274
149.10960229069195,1.3029299477961698,2509_18274
241.449410771564,54.83585669827965,2509_18274
240.73709657743188,54.61433333346101,2509_18274
149.81016721514516,1.3075813554637483,2509_18274
243.51734081847496,54.73906418991069,2509_18274
243.6500594196631,53.44582484080364,2509_18274
243.40203418136585,54.157499080665325,2509_18274
353.7327316984365,0.3927010997749878,2509_18274
35.237533947843644,-4.774932834357164,2509_18274
242.5117077873638,55.9926693702613,2509_18274
34.28029262537905,-4.420524933786528,2509_18274
34.129912988774514,-4.538877507788604,2509_18274
36.80804428656289,-5.099653773257177,2509_18274
352.41704161218036,-1.4845610432967034,2509_18274
150.9607504788751,2.777737298196906,2509_18274
243.49900638021808,55.527238298503285,2509_18274
352.8945270083412,-0.546229825068386,2509_18274
148.86354776150117,1.6942000550835066,2509_18274
352.78645082370787,0.3774934740590705,2509_18274
35.52326006531278,-4.422542113434283,2509_18274
353.648694695784,-0.2006449752568278,2509_18274
36.70040879544254,-3.8987885341776334,2509_18274
36.21316761780542,-5.997131030202943,2509_18274
243.3351856645551,56.5118757513223,2509_18274
242.3321029234036,54.72003252065207,2509_18274
36.41512952676555,-5.0298074932193195,2509_18274
243.04068122423263,55.96542511008606,2509_18274
149.98173000613406,1.0243800669670104,2509_18274
240.87770288880392,54.84283586032045,2509_18274
34.970561876604606,-5.187446540987686,2509_18274
243.16592319269597,54.00502925906759,2509_18274
34.918122513686036,-4.6193369731633895,2509_18274
352.43751009100913,0.8117482794303659,2509_18274
352.6270144687137,0.1344697364152936,2509_18274
240.600750918711,54.44021069435278,2509_18274
241.4003214732914,56.085188712728,2509_18274
241.28894002470184,54.75637483721081,2509_18274
150.0723553700567,2.3679380245450488,2509_18274
243.74765399886775,55.14258801010412,2509_18274
37.10165986999785,-4.230230522033347,2509_18274
149.9023921233358,2.9488228021763563,2509_18274
352.0945899782282,0.9419176976971356,2509_18274
36.07381781311897,-4.9028682296626895,2509_18274
35.23236193693407,-4.694730743945137,2509_18274
352.0309176937847,0.8363968929468633,2509_18274
35.736177300559284,-5.545692223213945,2509_18274
36.31336381823744,-5.784780652307893,2509_18274
352.08233278120554,-0.0060480170892074,2509_18274
352.4509547575143,-0.8022264609634516,2509_18274
35.525615868633274,-3.885101914058784,2509_18274
35.459528646687325,-3.8341059902540007,2509_18274
37.20896875813327,-3.908853663073827,2509_18274
242.66964178389952,55.940067642707994,2509_18274
351.22247029885114,-0.9557705765292648,2509_18274
34.988718679716456,-5.396837479672674,2509_18274
240.9601834499072,55.62081660625955,2509_18274
241.04331909489693,54.96652062207709,2509_18274
36.03684303292612,-5.0628849247710255,2509_18274
36.73053894700244,-5.105972217930848,2509_18274
151.61387816080432,2.865082768965985,2509_18274
37.60967931127122,-4.584668454786539,2509_18274
244.25003176884235,54.534363547764734,2509_18274
148.59169535199018,1.6047873172284288,2509_18274
35.43004153648579,-4.598816511620927,2509_18274
36.855093821119674,-4.603052710217899,2509_18274
353.8535966489305,0.5748673653142116,2509_18274
243.49824182964392,56.33868805616257,2509_18274
36.09308862720513,-5.992937086374639,2509_18274
242.35170256394173,55.283486418593654,2509_18274
36.71622367146956,-4.355261754173462,2509_18274
352.3454683941265,0.0103437699773843,2509_18274
243.0735676640884,54.10211515684813,2509_18274
243.1776230251728,54.46044860461925,2509_18274
244.5796270246552,54.982492070249904,2509_18274
242.86661026007425,55.86223839211866,2509_18274
243.53045392036648,54.31882136777848,2509_18274
151.36001614837173,2.6548021140812734,2509_18274
35.40188327726131,-4.15882887064371,2509_18274
151.08002375567548,3.615826525593468,2509_18274
36.99464142056298,-5.103562486518543,2509_18274
242.69943712487463,53.74199297410377,2509_18274
36.14175825199432,-5.021226328277565,2509_18274
148.533534912091,1.198810476166634,2509_18274
241.3760351329988,54.867083887046626,2509_18274
34.98232594864119,-5.377991207467951,2509_18274
242.1234772841146,53.24729725832778,2509_18274
243.61959451437951,56.032756125379,2509_18274
351.9850850499483,-0.4609008312402012,2509_18274
35.338905305203276,-4.02346219923478,2509_18274
34.09527619849789,-4.887081485277573,2509_18274
36.80247119350241,-4.600499993411009,2509_18274
35.61588098132868,-5.0902334145079005,2509_18274
241.4944803316992,53.57723873978888,2509_18274
36.24079551015144,-5.153086361544718,2509_18274
34.99001071012703,-3.95604213037137,2509_18274
242.06154070172963,53.37999001431229,2509_18274
242.9936605174706,53.32267774275526,2509_18274
35.363995946616754,-4.566388082204873,2509_18274
149.001464962334,1.4386418322190593,2509_18274
240.7838788213855,55.38297356602195,2509_18274
34.91839056500629,-3.7324007793750753,2509_18274
37.166989938668664,-4.217506617747758,2509_18274
242.88246033616284,53.92683630969442,2509_18274
149.85431036228218,1.2516940701945758,2509_18274
34.80184353478718,-5.083820350701914,2509_18274
353.0477009408985,0.8404124866998162,2509_18274
148.76589668168634,1.896284891520583,2509_18274
243.81625652054785,54.11840339708901,2509_18274
151.67812520544956,3.3193494238249515,2509_18274
149.75622015772893,3.1904467921231854,2509_18274
242.3833675756953,53.62017804100637,2509_18274
150.0050246088129,3.0863983085437754,2509_18274
350.537515060082,-1.3534374972346888,2509_18274
149.58899058950914,2.8083691194063767,2509_18274
243.28196826106432,53.97231173551106,2509_18274
242.0290613033353,53.39073100690337,2509_18274
36.33597146574642,-4.713395502914105,2509_18274
150.48623819928386,0.8746410386353332,2509_18274
36.78051967150124,-4.47142462697404,2509_18274
35.32105748482466,-3.841563305830584,2509_18274
352.4949834647375,-0.6610796633586108,2509_18274
151.6251711219563,2.84676846399464,2509_18274
244.45186463999497,54.633382999228374,2509_18274
36.47870703141049,-4.6496558302508495,2509_18274
151.22554473776665,1.0847465363909954,2509_18274
37.47071234692,-4.476995259891903,2509_18274
35.30331355255213,-3.9122747141724914,2509_18274
151.13655837309855,2.221089831875556,2509_18274
35.49354986595655,-4.04593543125983,2509_18274
243.33824193510017,54.27794468264286,2509_18274
37.36626234739302,-4.426988688944234,2509_18274
36.113019357465056,-5.610900665882089,2509_18274
36.5363263536356,-4.574211351825031,2509_18274
37.13336295276667,-4.859437608535387,2509_18274
352.17417314823865,0.8251714154669382,2509_18274
353.7043079146974,0.6283168331337246,2509_18274
151.48190802583247,1.9662698535709615,2509_18274
243.12594624373415,53.60263428278627,2509_18274
242.66413694516817,56.2450333999118,2509_18274
352.93613797312946,-0.6730420762028779,2509_18274
33.93880408327414,-4.852264510545469,2509_18274
241.38796398841276,54.52920234974455,2509_18274
242.8050570473004,55.57131646412738,2509_18274
244.46807705937857,54.55309894494492,2509_18274
35.902989337249494,-3.5210001951832,2509_18274
351.21103722734864,-0.1267114442984455,2509_18274
242.3407378322948,56.70413335182768,2509_18274
35.53990219826688,-4.916208733328558,2509_18274
244.05213625647664,53.826914311988915,2509_18274
351.50086719682554,-1.225025921807504,2509_18274
352.1220870354908,-0.6408477123956731,2509_18274
242.9747437661175,55.652359055450006,2509_18274
241.08247407088209,55.45364695642187,2509_18274
35.11929959957141,-3.6069416948797706,2509_18274
244.5294383781287,54.40659501706974,2509_18274
351.05961028456056,-0.9383347908026484,2509_18274
36.952078219251874,-5.168905703664441,2509_18274
37.03122667390887,-5.089686553168648,2509_18274
35.70694469422032,-4.074423270541341,2509_18274
149.68063214843676,3.3133283272019938,2509_18274
36.11929609952461,-5.60307404835581,2509_18274
35.37969540594179,-4.494466311261113,2509_18274
243.57599531372185,56.352722791227166,2509_18274
353.6277300089896,0.1271896813528968,2509_18274
34.050252878223,-4.248906843880809,2509_18274
150.98301579723525,2.4132937977242372,2509_18274
149.77213589467797,1.0779627625940824,2509_18274
350.72505314810417,-0.8902342508835985,2509_18274
36.0510017595099,-5.362671139757233,2509_18274
351.23310345109536,-1.1132720884965437,2509_18274
352.3469467382601,0.0034503263918219,2509_18274
353.3115541061177,0.019331133467476,2509_18274
351.32323625226184,-0.6221447262836951,2509_18274
150.28737900487027,2.8560420983973387,2509_18274
240.81989132950488,55.51617472759663,2509_18274
35.25064774838373,-4.997617814228695,2509_18274
242.94548035726365,56.06042884864027,2509_18274
243.80339797782227,54.12839421642445,2509_18274
241.33940326112412,54.69241791563803,2509_18274
148.9286138193518,0.7416167095290978,2509_18274
353.45313093727464,0.2585585659612731,2509_18274
240.48604825819473,54.7794948157999,2509_18274
36.40234057260211,-4.724101822155181,2509_18274
151.60336851339517,2.515710589920359,2509_18274
35.463747810592075,-4.3411964757378625,2509_18274
150.3669680573975,2.961540180759148,2509_18274
33.98875775229025,-4.909978158346072,2509_18274
351.1079226458771,0.3479231451657172,2509_18274
352.21423521439914,0.8019628988964486,2509_18274
352.2823569373352,-0.3987005579043566,2509_18274
37.163498292932886,-5.085588920691257,2509_18274
149.4099952954969,0.8310150569332329,2509_18274
353.6947847298247,0.3871080476326058,2509_18274
243.65320781935696,54.9147780257976,2509_18274
150.6812946299018,2.2061964476396514,2509_18274
149.9771510984679,2.0048642617099164,2509_18274
151.406788478577,1.842042567689583,2509_18274
36.46069694430294,-4.751739121012361,2509_18274
352.84322971246894,-0.3863325783087436,2509_18274
35.91466922415442,-3.511732530105739,2509_18274
350.92934558050393,-1.5018178798375237,2509_18274
35.11186875982916,-4.018585285304979,2509_18274
243.05921141561365,53.30965833790365,2509_18274
241.9363418235508,53.6950734263311,2509_18274
351.215192942042,0.5390964959506003,2509_18274
34.54974127498277,-5.478896786085644,2509_18274
34.75427546273634,-4.010241517176792,2509_18274
243.54599141774116,54.030352791341805,2509_18274
37.51473363438828,-4.344393045051543,2509_18274
36.37589472013189,-4.235628547440106,2509_18274
37.18771182704478,-4.992547560022017,2509_18274
149.16795426587794,2.750783191481489,2509_18274
151.3028771364762,3.323196217025458,2509_18274
36.072282185349664,-4.944563977627636,2509_18274
149.65739575957406,1.0364321189767116,2509_18274
243.618521064513,54.277677065132,2509_18274
